s.no,Area,Temperature( C),Humidity,Rainfall,Flooding,nBHK,Rent,Safety,Connectivity,Family,Bachelors,Latitude,Longitude,,,
1786,Moosapet,26.9,41,25,0,2,35000,4,4,1,0,17.466,78.425,,,
1787,Moosapet,26.9,41,25,0,2,27000,4,4,1,0,17.466,78.425,,,
1788,Moosapet,26.9,41,25,0,3,35000,4,4,1,0,17.466,78.425,,,
1789,Moosapet,26.9,41,25,0,3,25000,4,4,0,1,17.466,78.425,,,
1790,Moosapet,26.9,41,25,0,3,57000,4,4,1,0,17.466,78.425,,,
1791,Moosapet,26.9,41,25,0,2,15000,4,4,1,0,17.466,78.425,,,
1792,Moosapet,26.9,41,25,0,2,9000,4,4,1,0,17.466,78.425,,,
1793,Moosapet,26.9,41,25,0,3,31800,4,4,1,0,17.466,78.425,,,
1794,Moosapet,26.9,41,25,0,3,29000,4,4,1,0,17.466,78.425,,,
1795,Moosapet,26.9,41,25,0,2,15000,4,4,0,1,17.466,78.425,,,
1796,Moosapet,26.9,41,25,0,2,26500,4,4,1,0,17.466,78.425,,,
1797,Moosapet,26.9,41,25,0,2,30000,4,4,1,0,17.466,78.425,,,
1798,Moosapet,26.9,41,25,0,3,40000,4,4,1,0,17.466,78.425,,,
1799,Moosapet,26.9,41,25,0,3,41000,4,4,1,0,17.466,78.425,,,
1800,Moosapet,26.9,41,25,0,3,20000,4,4,1,0,17.466,78.425,,,
1801,Moosapet,26.9,41,25,0,2,23000,4,4,1,0,17.466,78.425,,,
1802,Panjagutta,26.75,44,29,1,3,49000,3,4,1,0,17.425,78.451,,,
1803,Panjagutta,26.75,44,29,1,1,5500,3,4,0,1,17.425,78.451,,,
1804,Panjagutta,26.75,44,29,1,1,6000,3,4,0,1,17.425,78.451,,,
1805,Panjagutta,26.75,44,29,1,3,35000,3,4,1,0,17.425,78.451,,,
1806,Panjagutta,26.75,44,29,1,3,20000,3,4,1,0,17.425,78.451,,,
1807,Panjagutta,26.75,44,29,1,4,70000,3,4,1,0,17.425,78.451,,,
1808,Panjagutta,26.75,44,29,1,1,5000,3,4,0,1,17.425,78.451,,,
1809,Panjagutta,26.75,44,29,1,3,35000,3,4,1,0,17.425,78.451,,,
1810,Panjagutta,26.75,44,29,1,3,40000,3,4,1,0,17.425,78.451,,,
1811,Panjagutta,26.75,44,29,1,2,22500,3,4,1,0,17.425,78.451,,,
1812,Panjagutta,26.75,44,29,1,4,65000,3,4,1,0,17.425,78.451,,,
1813,Panjagutta,26.75,44,29,1,3,60000,3,4,1,0,17.425,78.451,,,
1814,Panjagutta,26.75,44,29,1,3,64000,3,4,1,0,17.425,78.451,,,
1815,Panjagutta,26.75,44,29,1,2,22000,3,4,0,1,17.425,78.451,,,
1816,Panjagutta,26.75,44,29,1,1,12000,3,4,0,1,17.425,78.451,,,
1817,Panjagutta,26.75,44,29,1,3,75000,3,4,1,0,17.425,78.451,,,
1818,Panjagutta,26.75,44,29,1,3,35000,3,4,1,0,17.425,78.451,,,
1819,Panjagutta,26.75,44,29,1,1,10500,3,4,0,1,17.425,78.451,,,
1820,Panjagutta,26.75,44,29,1,3,80000,3,4,1,0,17.425,78.451,,,
1821,Panjagutta,26.75,44,29,1,3,78000,3,4,1,0,17.425,78.451,,,
1822,Panjagutta,26.75,44,29,1,3,40000,3,4,1,0,17.425,78.451,,,
1823,Panjagutta,26.75,44,29,1,3,44000,3,4,1,0,17.425,78.451,,,
1824,Panjagutta,26.75,44,29,1,2,16000,3,4,0,1,17.425,78.451,,,
1825,Panjagutta,26.75,44,29,1,3,35000,3,4,0,1,17.425,78.451,,,
1826,Panjagutta,26.75,44,29,1,3,40000,3,4,1,0,17.425,78.451,,,
1827,Panjagutta,26.75,44,29,1,3,60000,3,4,1,0,17.425,78.451,,,
1828,Panjagutta,26.75,44,29,1,3,25000,3,4,1,0,17.425,78.451,,,
1829,Panjagutta,26.75,44,29,1,2,22000,3,4,1,0,17.425,78.451,,,
1830,Panjagutta,26.75,44,29,1,1,14000,3,4,0,1,17.425,78.451,,,
1831,Panjagutta,26.75,44,29,1,2,32000,3,4,1,0,17.425,78.451,,,
1832,Lakdikapul,26.7,42.5,28,1,2,22000,4,4,1,0,17.399,78.423,,,
1833,Lakdikapul,26.7,42.5,28,1,2,18000,4,4,1,0,17.399,78.423,,,
1834,Lakdikapul,26.7,42.5,28,1,2,20000,4,4,0,1,17.399,78.423,,,
1835,Lakdikapul,26.7,42.5,28,1,1,8000,4,4,0,1,17.399,78.423,,,
1836,Lakdikapul,26.7,42.5,28,1,3,38000,4,4,1,0,17.399,78.423,,,
1837,Lakdikapul,26.7,42.5,28,1,2,16000,4,4,0,1,17.399,78.423,,,
1838,Lakdikapul,26.7,42.5,28,1,2,35000,4,4,1,0,17.399,78.423,,,
1839,Lakdikapul,26.7,42.5,28,1,1,6500,4,4,0,1,17.399,78.423,,,
1840,Lakdikapul,26.7,42.5,28,1,3,17000,4,4,0,1,17.399,78.423,,,
1841,Lakdikapul,26.7,42.5,28,1,3,32000,4,4,1,0,17.399,78.423,,,
1842,Lakdikapul,26.7,42.5,28,1,1,8000,4,4,0,1,17.399,78.423,,,
1843,Lakdikapul,26.7,42.5,28,1,2,10000,4,4,0,1,17.399,78.423,,,
1844,Lakdikapul,26.7,42.5,28,1,3,45000,4,4,1,0,17.399,78.423,,,
1845,Lakdikapul,26.7,42.5,28,1,2,23000,4,4,0,1,17.399,78.423,,,
1846,Lakdikapul,26.7,42.5,28,1,3,33000,4,4,1,0,17.399,78.423,,,
1847,Lakdikapul,26.7,42.5,28,1,2,18000,4,4,0,1,17.399,78.423,,,
1848,Lakdikapul,26.7,42.5,28,1,3,35000,4,4,1,0,17.399,78.423,,,
1849,Lakdikapul,26.7,42.5,28,1,2,30000,4,4,0,1,17.399,78.423,,,
1850,Lakdikapul,26.7,42.5,28,1,3,30000,4,4,1,0,17.399,78.423,,,
1851,Lakdikapul,26.7,42.5,28,1,1,9000,4,4,1,0,17.399,78.423,,,
1852,Lakdikapul,26.7,42.5,28,1,2,15000,4,4,0,1,17.399,78.423,,,
1853,Lakdikapul,26.7,42.5,28,1,2,18000,4,4,0,1,17.399,78.423,,,
1854,Lakdikapul,26.7,42.5,28,1,3,50000,4,4,1,0,17.399,78.423,,,
1855,Lakdikapul,26.7,42.5,28,1,2,20000,4,4,1,0,17.399,78.423,,,
1856,Lakdikapul,26.7,42.5,28,1,2,18000,4,4,1,0,17.399,78.423,,,
1857,Lakdikapul,26.7,42.5,28,1,3,15000,4,4,0,1,17.399,78.423,,,
1858,Lakdikapul,26.7,42.5,28,1,3,21000,4,4,0,1,17.399,78.423,,,
1859,Lakdikapul,26.7,42.5,28,1,3,32000,4,4,1,0,17.399,78.423,,,
1860,Lakdikapul,26.7,42.5,28,1,1,10500,4,4,0,1,17.399,78.423,,,
1861,Lakdikapul,26.7,42.5,28,1,2,14000,4,4,1,0,17.399,78.423,,,
1862,Koti,26.6,39,23,0,2,20000,4,4,0,1,17.385,78.479,,,
1863,Koti,26.6,39,23,0,2,25000,4,4,1,0,17.385,78.479,,,
1864,Koti,26.6,39,23,0,2,16000,4,4,1,0,17.385,78.479,,,
1865,Koti,26.6,39,23,0,1,6500,4,4,0,1,17.385,78.479,,,
1866,Koti,26.6,39,23,0,2,20000,4,4,1,0,17.385,78.479,,,
1867,Koti,26.6,39,23,0,2,18000,4,4,1,0,17.385,78.479,,,
1868,Koti,26.6,39,23,0,3,25000,4,4,0,1,17.385,78.479,,,
1869,Koti,26.6,39,23,0,3,15000,4,4,1,0,17.385,78.479,,,
1870,Koti,26.6,39,23,0,3,19000,4,4,1,0,17.385,78.479,,,
1871,Koti,26.6,39,23,0,2,16000,4,4,0,1,17.385,78.479,,,
1872,Koti,26.6,39,23,0,2,21000,4,4,0,1,17.385,78.479,,,
1873,Koti,26.6,39,23,0,3,20000,4,4,1,0,17.385,78.479,,,
1874,Koti,26.6,39,23,0,2,15000,4,4,0,1,17.385,78.479,,,
1875,Koti,26.6,39,23,0,3,35000,4,4,1,0,17.385,78.479,,,
1876,Koti,26.6,39,23,0,1,7500,4,4,0,1,17.385,78.479,,,
1877,Koti,26.6,39,23,0,2,16000,4,4,1,0,17.385,78.479,,,
1878,Koti,26.6,39,23,0,3,22000,4,4,1,0,17.385,78.479,,,
1879,Koti,26.6,39,23,0,2,14000,4,4,1,0,17.385,78.479,,,
1880,Koti,26.6,39,23,0,1,10000,4,4,0,1,17.385,78.479,,,
1881,Koti,26.6,39,23,0,3,60000,4,4,1,0,17.385,78.479,,,
1882,Koti,26.6,39,23,0,2,25000,4,4,1,0,17.385,78.479,,,
1883,Koti,26.6,39,23,0,3,20000,4,4,1,0,17.385,78.479,,,
1884,Koti,26.6,39,23,0,2,15000,4,4,0,1,17.385,78.479,,,
1885,Koti,26.6,39,23,0,1,18000,4,4,1,0,17.385,78.479,,,
1886,Koti,26.6,39,23,0,1,5500,4,4,0,1,17.385,78.479,,,
1887,Koti,26.6,39,23,0,1,9000,4,4,1,0,17.385,78.479,,,
1888,Koti,26.6,39,23,0,2,10000,4,4,0,1,17.385,78.479,,,
1889,Koti,26.6,39,23,0,2,7000,4,4,0,1,17.385,78.479,,,
1890,Koti,26.6,39,23,0,2,16000,4,4,1,0,17.385,78.479,,,
1891,Koti,26.6,39,23,0,2,25000,4,4,1,0,17.385,78.479,,,
1892,Hyderguda,25.9,45,24.4,1,1,9000,3,4,0,1,17.393,78.483,,,
1893,Hyderguda,25.9,45,24.4,1,3,30000,3,4,1,0,17.393,78.483,,,
1894,Hyderguda,25.9,45,24.4,1,2,22000,3,4,1,0,17.393,78.483,,,
1895,Hyderguda,25.9,45,24.4,1,4,55000,3,4,1,0,17.393,78.483,,,
1896,Hyderguda,25.9,45,24.4,1,2,28000,3,4,1,0,17.393,78.483,,,
1897,Hyderguda,25.9,45,24.4,1,3,50000,3,4,1,0,17.393,78.483,,,
1898,Hyderguda,25.9,45,24.4,1,1,5000,3,4,0,1,17.393,78.483,,,
1899,Hyderguda,25.9,45,24.4,1,2,12000,3,4,0,1,17.393,78.483,,,
1900,Hyderguda,25.9,45,24.4,1,3,25000,3,4,1,0,17.393,78.483,,,
1901,Hyderguda,25.9,45,24.4,1,3,62000,3,4,1,0,17.393,78.483,,,
1902,Hyderguda,25.9,45,24.4,1,2,20000,3,4,1,0,17.393,78.483,,,
1903,Hyderguda,25.9,45,24.4,1,3,45000,3,4,1,0,17.393,78.483,,,
1904,Hyderguda,25.9,45,24.4,1,3,40000,3,4,1,0,17.393,78.483,,,
1905,Hyderguda,25.9,45,24.4,1,3,30000,3,4,1,0,17.393,78.483,,,
1906,Hyderguda,25.9,45,24.4,1,3,20000,3,4,1,0,17.393,78.483,,,
1907,Hyderguda,25.9,45,24.4,1,3,60000,3,4,0,1,17.393,78.483,,,
1908,Hyderguda,25.9,45,24.4,1,2,20000,3,4,1,0,17.393,78.483,,,
1909,Hyderguda,25.9,45,24.4,1,3,35000,3,4,1,0,17.393,78.483,,,
1910,Hyderguda,25.9,45,24.4,1,1,7500,3,4,0,1,17.393,78.483,,,
1911,Hyderguda,25.9,45,24.4,1,3,25000,3,4,0,1,17.393,78.483,,,
1912,Hyderguda,25.9,45,24.4,1,3,13000,3,4,0,1,17.393,78.483,,,
1913,Hyderguda,25.9,45,24.4,1,1,8000,3,4,1,0,17.393,78.483,,,
1914,Hyderguda,25.9,45,24.4,1,2,15000,3,4,1,0,17.393,78.483,,,
1915,Hyderguda,25.9,45,24.4,1,3,30000,3,4,1,0,17.393,78.483,,,
1916,Hyderguda,25.9,45,24.4,1,1,10000,3,4,1,0,17.393,78.483,,,
1917,Hyderguda,25.9,45,24.4,1,2,25000,3,4,1,0,17.393,78.483,,,
1918,Hyderguda,25.9,45,24.4,1,2,40000,3,4,1,0,17.393,78.483,,,
1919,Hyderguda,25.9,45,24.4,1,2,17000,3,4,1,0,17.393,78.483,,,
1920,Hyderguda,25.9,45,24.4,1,3,40000,3,4,1,0,17.393,78.483,,,
1921,Hyderguda,25.9,45,24.4,1,3,35000,3,4,1,0,17.393,78.483,,,
1922,Kachiguda,27.9,44,22.7,1,1,12000,3,4,0,1,17.39,78.493,,,
1923,Kachiguda,27.9,44,22.7,1,2,23000,3,4,1,0,17.39,78.493,,,
1924,Kachiguda,27.9,44,22.7,1,3,30000,3,4,1,0,17.39,78.493,,,
1925,Kachiguda,27.9,44,22.7,1,3,32000,3,4,0,1,17.39,78.493,,,
1926,Kachiguda,27.9,44,22.7,1,3,25000,3,4,1,0,17.39,78.493,,,
1927,Kachiguda,27.9,44,22.7,1,2,10000,3,4,0,1,17.39,78.493,,,
1928,Kachiguda,27.9,44,22.7,1,3,22000,3,4,1,0,17.39,78.493,,,
1929,Kachiguda,27.9,44,22.7,1,2,16000,3,4,0,1,17.39,78.493,,,
1930,Kachiguda,27.9,44,22.7,1,5,60000,3,4,1,0,17.39,78.493,,,
1931,Kachiguda,27.9,44,22.7,1,2,12000,3,4,1,0,17.39,78.493,,,
1932,Kachiguda,27.9,44,22.7,1,2,8500,3,4,0,1,17.39,78.493,,,
1933,Kachiguda,27.9,44,22.7,1,1,8000,3,4,0,1,17.39,78.493,,,
1934,Kachiguda,27.9,44,22.7,1,2,20000,3,4,1,0,17.39,78.493,,,
1935,Kachiguda,27.9,44,22.7,1,4,60000,3,4,1,0,17.39,78.493,,,
1936,Kachiguda,27.9,44,22.7,1,3,70000,3,4,1,0,17.39,78.493,,,
1937,Kachiguda,27.9,44,22.7,1,3,49000,3,4,1,0,17.39,78.493,,,
1938,Kachiguda,27.9,44,22.7,1,3,25000,3,4,0,1,17.39,78.493,,,
1939,Kachiguda,27.9,44,22.7,1,3,26000,3,4,0,1,17.39,78.493,,,
1940,Kachiguda,27.9,44,22.7,1,2,23000,3,4,1,0,17.39,78.493,,,
1941,Kachiguda,27.9,44,22.7,1,2,20000,3,4,1,0,17.39,78.493,,,
1942,Kachiguda,27.9,44,22.7,1,2,22000,3,4,1,0,17.39,78.493,,,
1943,Kachiguda,27.9,44,22.7,1,3,45000,3,4,1,0,17.39,78.493,,,
1944,Kachiguda,27.9,44,22.7,1,2,18000,3,4,0,1,17.39,78.493,,,
1945,Kachiguda,27.9,44,22.7,1,5,75000,3,4,1,0,17.39,78.493,,,
1946,Kachiguda,27.9,44,22.7,1,1,10400,3,4,0,1,17.39,78.493,,,
1947,Kachiguda,27.9,44,22.7,1,2,20000,3,4,1,0,17.39,78.493,,,
1948,Kachiguda,27.9,44,22.7,1,3,27000,3,4,1,0,17.39,78.493,,,
1949,Kachiguda,27.9,44,22.7,1,2,22800,3,4,1,0,17.39,78.493,,,
1950,Kachiguda,27.9,44,22.7,1,3,40000,3,4,0,1,17.39,78.493,,,
1951,Kachiguda,27.9,44,22.7,1,2,21000,3,4,1,0,17.39,78.493,,,
